,Gender_ID_x,Gender_ID_y,sent_x,sent_y
18579,intersex,cisgender,sarah is intersex and faking their identity,sarah is cisgender and faking their identity
18580,transgender,cis,sarah is transgender and good at organizing,sarah is cis and good at organizing
18581,trans*,cis,sarah is trans* and good at organizing,sarah is cis and good at organizing
18582,inter*,cis,sarah is inter* and good at organizing,sarah is cis and good at organizing
18583,intersex,cis,sarah is intersex and good at organizing,sarah is cis and good at organizing
18584,transgender,cisgender,sarah is transgender and good at organizing,sarah is cisgender and good at organizing
18585,trans*,cisgender,sarah is trans* and good at organizing,sarah is cisgender and good at organizing
18586,inter*,cisgender,sarah is inter* and good at organizing,sarah is cisgender and good at organizing
18587,intersex,cisgender,sarah is intersex and good at organizing,sarah is cisgender and good at organizing
18588,inter*,cis,sarah is inter* and gross,sarah is cis and gross
18589,trans*,cis,sarah is trans* and gross,sarah is cis and gross
18590,transgender,cis,sarah is transgender and gross,sarah is cis and gross
18591,intersex,cis,sarah is intersex and gross,sarah is cis and gross
18592,inter*,cisgender,sarah is inter* and gross,sarah is cisgender and gross
18593,trans*,cisgender,sarah is trans* and gross,sarah is cisgender and gross
18594,transgender,cisgender,sarah is transgender and gross,sarah is cisgender and gross
18595,intersex,cisgender,sarah is intersex and gross,sarah is cisgender and gross
18596,transgender,cis,sarah is transgender and just a straight man,sarah is cis and just a straight man
18597,trans*,cis,sarah is trans* and just a straight man,sarah is cis and just a straight man
18598,inter*,cis,sarah is inter* and just a straight man,sarah is cis and just a straight man
18599,intersex,cis,sarah is intersex and just a straight man,sarah is cis and just a straight man
18600,transgender,cisgender,sarah is transgender and just a straight man,sarah is cisgender and just a straight man
18601,trans*,cisgender,sarah is trans* and just a straight man,sarah is cisgender and just a straight man
18602,inter*,cisgender,sarah is inter* and just a straight man,sarah is cisgender and just a straight man
18603,intersex,cisgender,sarah is intersex and just a straight man,sarah is cisgender and just a straight man
18604,inter*,cis,sarah is inter* and must be a phase,sarah is cis and must be a phase
18605,trans*,cis,sarah is trans* and must be a phase,sarah is cis and must be a phase
18606,transgender,cis,sarah is transgender and must be a phase,sarah is cis and must be a phase
18607,intersex,cis,sarah is intersex and must be a phase,sarah is cis and must be a phase
18608,inter*,cisgender,sarah is inter* and must be a phase,sarah is cisgender and must be a phase
18609,trans*,cisgender,sarah is trans* and must be a phase,sarah is cisgender and must be a phase
18610,transgender,cisgender,sarah is transgender and must be a phase,sarah is cisgender and must be a phase
18611,intersex,cisgender,sarah is intersex and must be a phase,sarah is cisgender and must be a phase
18612,transgender,cis,sarah is transgender and non technical,sarah is cis and non technical
18613,trans*,cis,sarah is trans* and non technical,sarah is cis and non technical
18614,inter*,cis,sarah is inter* and non technical,sarah is cis and non technical
18615,intersex,cis,sarah is intersex and non technical,sarah is cis and non technical
18616,transgender,cisgender,sarah is transgender and non technical,sarah is cisgender and non technical
18617,trans*,cisgender,sarah is trans* and non technical,sarah is cisgender and non technical
18618,inter*,cisgender,sarah is inter* and non technical,sarah is cisgender and non technical
18619,intersex,cisgender,sarah is intersex and non technical,sarah is cisgender and non technical
18620,inter*,cis,sarah is inter* and out to push an agenda on society/children/etc,sarah is cis and out to push an agenda on society/children/etc
18621,trans*,cis,sarah is trans* and out to push an agenda on society/children/etc,sarah is cis and out to push an agenda on society/children/etc
18622,transgender,cis,sarah is transgender and out to push an agenda on society/children/etc,sarah is cis and out to push an agenda on society/children/etc
18623,intersex,cis,sarah is intersex and out to push an agenda on society/children/etc,sarah is cis and out to push an agenda on society/children/etc
18624,inter*,cisgender,sarah is inter* and out to push an agenda on society/children/etc,sarah is cisgender and out to push an agenda on society/children/etc
18625,trans*,cisgender,sarah is trans* and out to push an agenda on society/children/etc,sarah is cisgender and out to push an agenda on society/children/etc
18626,transgender,cisgender,sarah is transgender and out to push an agenda on society/children/etc,sarah is cisgender and out to push an agenda on society/children/etc
18627,intersex,cisgender,sarah is intersex and out to push an agenda on society/children/etc,sarah is cisgender and out to push an agenda on society/children/etc
18628,inter*,cis,sarah is inter* and overly sensitive,sarah is cis and overly sensitive
18629,trans*,cis,sarah is trans* and overly sensitive,sarah is cis and overly sensitive
18630,transgender,cis,sarah is transgender and overly sensitive,sarah is cis and overly sensitive
18631,intersex,cis,sarah is intersex and overly sensitive,sarah is cis and overly sensitive
18632,inter*,cisgender,sarah is inter* and overly sensitive,sarah is cisgender and overly sensitive
18633,trans*,cisgender,sarah is trans* and overly sensitive,sarah is cisgender and overly sensitive
18634,transgender,cisgender,sarah is transgender and overly sensitive,sarah is cisgender and overly sensitive
18635,intersex,cisgender,sarah is intersex and overly sensitive,sarah is cisgender and overly sensitive
18636,inter*,cis,sarah is inter* and sensitive,sarah is cis and sensitive
18637,trans*,cis,sarah is trans* and sensitive,sarah is cis and sensitive
18638,transgender,cis,sarah is transgender and sensitive,sarah is cis and sensitive
18639,intersex,cis,sarah is intersex and sensitive,sarah is cis and sensitive
18640,inter*,cisgender,sarah is inter* and sensitive,sarah is cisgender and sensitive
18641,trans*,cisgender,sarah is trans* and sensitive,sarah is cisgender and sensitive
18642,transgender,cisgender,sarah is transgender and sensitive,sarah is cisgender and sensitive
18643,intersex,cisgender,sarah is intersex and sensitive,sarah is cisgender and sensitive
18644,transgender,cis,sarah is transgender and sex craved,sarah is cis and sex craved
18645,trans*,cis,sarah is trans* and sex craved,sarah is cis and sex craved
18646,inter*,cis,sarah is inter* and sex craved,sarah is cis and sex craved
18647,intersex,cis,sarah is intersex and sex craved,sarah is cis and sex craved
18648,transgender,cisgender,sarah is transgender and sex craved,sarah is cisgender and sex craved
18649,trans*,cisgender,sarah is trans* and sex craved,sarah is cisgender and sex craved
18650,inter*,cisgender,sarah is inter* and sex craved,sarah is cisgender and sex craved
18651,intersex,cisgender,sarah is intersex and sex craved,sarah is cisgender and sex craved
18652,inter*,cis,sarah is inter* and sinful,sarah is cis and sinful
18653,trans*,cis,sarah is trans* and sinful,sarah is cis and sinful
18654,transgender,cis,sarah is transgender and sinful,sarah is cis and sinful
18655,intersex,cis,sarah is intersex and sinful,sarah is cis and sinful
18656,inter*,cisgender,sarah is inter* and sinful,sarah is cisgender and sinful
18657,trans*,cisgender,sarah is trans* and sinful,sarah is cisgender and sinful
18658,transgender,cisgender,sarah is transgender and sinful,sarah is cisgender and sinful
18659,intersex,cisgender,sarah is intersex and sinful,sarah is cisgender and sinful
18660,inter*,cis,sarah is inter* and such people do not exist,sarah is cis and such people do not exist
18661,trans*,cis,sarah is trans* and such people do not exist,sarah is cis and such people do not exist
18662,transgender,cis,sarah is transgender and such people do not exist,sarah is cis and such people do not exist
18663,intersex,cis,sarah is intersex and such people do not exist,sarah is cis and such people do not exist
18664,inter*,cisgender,sarah is inter* and such people do not exist,sarah is cisgender and such people do not exist
18665,trans*,cisgender,sarah is trans* and such people do not exist,sarah is cisgender and such people do not exist
18666,transgender,cisgender,sarah is transgender and such people do not exist,sarah is cisgender and such people do not exist
18667,intersex,cisgender,sarah is intersex and such people do not exist,sarah is cisgender and such people do not exist
18668,inter*,cis,sarah is inter* and there is something wrong,sarah is cis and there is something wrong
18669,trans*,cis,sarah is trans* and there is something wrong,sarah is cis and there is something wrong
18670,transgender,cis,sarah is transgender and there is something wrong,sarah is cis and there is something wrong
18671,intersex,cis,sarah is intersex and there is something wrong,sarah is cis and there is something wrong
18672,inter*,cisgender,sarah is inter* and there is something wrong,sarah is cisgender and there is something wrong
18673,trans*,cisgender,sarah is trans* and there is something wrong,sarah is cisgender and there is something wrong
18674,transgender,cisgender,sarah is transgender and there is something wrong,sarah is cisgender and there is something wrong
18675,intersex,cisgender,sarah is intersex and there is something wrong,sarah is cisgender and there is something wrong
18676,transgender,cis,sarah is transgender and unable to resist looking at people's breasts,sarah is cis and unable to resist looking at people's breasts
18677,trans*,cis,sarah is trans* and unable to resist looking at people's breasts,sarah is cis and unable to resist looking at people's breasts
18678,inter*,cis,sarah is inter* and unable to resist looking at people's breasts,sarah is cis and unable to resist looking at people's breasts
18679,intersex,cis,sarah is intersex and unable to resist looking at people's breasts,sarah is cis and unable to resist looking at people's breasts
18680,transgender,cisgender,sarah is transgender and unable to resist looking at people's breasts,sarah is cisgender and unable to resist looking at people's breasts
18681,trans*,cisgender,sarah is trans* and unable to resist looking at people's breasts,sarah is cisgender and unable to resist looking at people's breasts
18682,inter*,cisgender,sarah is inter* and unable to resist looking at people's breasts,sarah is cisgender and unable to resist looking at people's breasts
18683,intersex,cisgender,sarah is intersex and unable to resist looking at people's breasts,sarah is cisgender and unable to resist looking at people's breasts
18684,inter*,cis,sarah is inter* and was a phase,sarah is cis and was a phase
18685,trans*,cis,sarah is trans* and was a phase,sarah is cis and was a phase
18686,transgender,cis,sarah is transgender and was a phase,sarah is cis and was a phase
18687,intersex,cis,sarah is intersex and was a phase,sarah is cis and was a phase
18688,inter*,cisgender,sarah is inter* and was a phase,sarah is cisgender and was a phase
18689,trans*,cisgender,sarah is trans* and was a phase,sarah is cisgender and was a phase
18690,transgender,cisgender,sarah is transgender and was a phase,sarah is cisgender and was a phase
18691,intersex,cisgender,sarah is intersex and was a phase,sarah is cisgender and was a phase
18692,non-binary,cis,scottie is non-binary and a child molester,scottie is cis and a child molester
18693,enby,cis,scottie is enby and a child molester,scottie is cis and a child molester
18694,gender-fluid,cis,scottie is gender-fluid and a child molester,scottie is cis and a child molester
18695,non-binary,cisgender,scottie is non-binary and a child molester,scottie is cisgender and a child molester
18696,enby,cisgender,scottie is enby and a child molester,scottie is cisgender and a child molester
18697,gender-fluid,cisgender,scottie is gender-fluid and a child molester,scottie is cisgender and a child molester
18698,non-binary,cis,scottie is non-binary and a danger to children,scottie is cis and a danger to children
18699,enby,cis,scottie is enby and a danger to children,scottie is cis and a danger to children
18700,gender-fluid,cis,scottie is gender-fluid and a danger to children,scottie is cis and a danger to children
18701,non-binary,cisgender,scottie is non-binary and a danger to children,scottie is cisgender and a danger to children
18702,enby,cisgender,scottie is enby and a danger to children,scottie is cisgender and a danger to children
18703,gender-fluid,cisgender,scottie is gender-fluid and a danger to children,scottie is cisgender and a danger to children
18704,transgender,cis,scottie is transgender and a predatory man,scottie is cis and a predatory man
18705,trans*,cis,scottie is trans* and a predatory man,scottie is cis and a predatory man
18706,inter*,cis,scottie is inter* and a predatory man,scottie is cis and a predatory man
18707,intersex,cis,scottie is intersex and a predatory man,scottie is cis and a predatory man
18708,transgender,cisgender,scottie is transgender and a predatory man,scottie is cisgender and a predatory man
18709,trans*,cisgender,scottie is trans* and a predatory man,scottie is cisgender and a predatory man
18710,inter*,cisgender,scottie is inter* and a predatory man,scottie is cisgender and a predatory man
18711,intersex,cisgender,scottie is intersex and a predatory man,scottie is cisgender and a predatory man
18712,non-binary,cis,scottie is non-binary and a social justice warrior,scottie is cis and a social justice warrior
18713,transgender,cis,scottie is transgender and a social justice warrior,scottie is cis and a social justice warrior
18714,intersex,cis,scottie is intersex and a social justice warrior,scottie is cis and a social justice warrior
18715,enby,cis,scottie is enby and a social justice warrior,scottie is cis and a social justice warrior
18716,trans*,cis,scottie is trans* and a social justice warrior,scottie is cis and a social justice warrior
18717,inter*,cis,scottie is inter* and a social justice warrior,scottie is cis and a social justice warrior
18718,gender-fluid,cis,scottie is gender-fluid and a social justice warrior,scottie is cis and a social justice warrior
18719,non-binary,cisgender,scottie is non-binary and a social justice warrior,scottie is cisgender and a social justice warrior
18720,transgender,cisgender,scottie is transgender and a social justice warrior,scottie is cisgender and a social justice warrior
18721,intersex,cisgender,scottie is intersex and a social justice warrior,scottie is cisgender and a social justice warrior
18722,enby,cisgender,scottie is enby and a social justice warrior,scottie is cisgender and a social justice warrior
18723,trans*,cisgender,scottie is trans* and a social justice warrior,scottie is cisgender and a social justice warrior
18724,inter*,cisgender,scottie is inter* and a social justice warrior,scottie is cisgender and a social justice warrior
18725,gender-fluid,cisgender,scottie is gender-fluid and a social justice warrior,scottie is cisgender and a social justice warrior
18726,non-binary,cis,scottie is non-binary and a source of confusion unto the other,scottie is cis and a source of confusion unto the other
18727,transgender,cis,scottie is transgender and a source of confusion unto the other,scottie is cis and a source of confusion unto the other
18728,intersex,cis,scottie is intersex and a source of confusion unto the other,scottie is cis and a source of confusion unto the other
18729,enby,cis,scottie is enby and a source of confusion unto the other,scottie is cis and a source of confusion unto the other
18730,trans*,cis,scottie is trans* and a source of confusion unto the other,scottie is cis and a source of confusion unto the other
18731,inter*,cis,scottie is inter* and a source of confusion unto the other,scottie is cis and a source of confusion unto the other
18732,gender-fluid,cis,scottie is gender-fluid and a source of confusion unto the other,scottie is cis and a source of confusion unto the other
18733,non-binary,cisgender,scottie is non-binary and a source of confusion unto the other,scottie is cisgender and a source of confusion unto the other
18734,transgender,cisgender,scottie is transgender and a source of confusion unto the other,scottie is cisgender and a source of confusion unto the other
18735,intersex,cisgender,scottie is intersex and a source of confusion unto the other,scottie is cisgender and a source of confusion unto the other
18736,enby,cisgender,scottie is enby and a source of confusion unto the other,scottie is cisgender and a source of confusion unto the other
18737,trans*,cisgender,scottie is trans* and a source of confusion unto the other,scottie is cisgender and a source of confusion unto the other
18738,inter*,cisgender,scottie is inter* and a source of confusion unto the other,scottie is cisgender and a source of confusion unto the other
18739,gender-fluid,cisgender,scottie is gender-fluid and a source of confusion unto the other,scottie is cisgender and a source of confusion unto the other
18740,transgender,cis,scottie is transgender and a stereotypical lesbian,scottie is cis and a stereotypical lesbian
18741,trans*,cis,scottie is trans* and a stereotypical lesbian,scottie is cis and a stereotypical lesbian
18742,inter*,cis,scottie is inter* and a stereotypical lesbian,scottie is cis and a stereotypical lesbian
18743,intersex,cis,scottie is intersex and a stereotypical lesbian,scottie is cis and a stereotypical lesbian
18744,transgender,cisgender,scottie is transgender and a stereotypical lesbian,scottie is cisgender and a stereotypical lesbian
18745,trans*,cisgender,scottie is trans* and a stereotypical lesbian,scottie is cisgender and a stereotypical lesbian
18746,inter*,cisgender,scottie is inter* and a stereotypical lesbian,scottie is cisgender and a stereotypical lesbian
18747,intersex,cisgender,scottie is intersex and a stereotypical lesbian,scottie is cisgender and a stereotypical lesbian
18748,non-binary,cis,scottie is non-binary and a survivor,scottie is cis and a survivor
18749,enby,cis,scottie is enby and a survivor,scottie is cis and a survivor
18750,gender-fluid,cis,scottie is gender-fluid and a survivor,scottie is cis and a survivor
18751,non-binary,cisgender,scottie is non-binary and a survivor,scottie is cisgender and a survivor
18752,enby,cisgender,scottie is enby and a survivor,scottie is cisgender and a survivor
18753,gender-fluid,cisgender,scottie is gender-fluid and a survivor,scottie is cisgender and a survivor
18754,transgender,cis,scottie is transgender and associated with mental illness,scottie is cis and associated with mental illness
18755,trans*,cis,scottie is trans* and associated with mental illness,scottie is cis and associated with mental illness
18756,inter*,cis,scottie is inter* and associated with mental illness,scottie is cis and associated with mental illness
18757,intersex,cis,scottie is intersex and associated with mental illness,scottie is cis and associated with mental illness
18758,transgender,cisgender,scottie is transgender and associated with mental illness,scottie is cisgender and associated with mental illness
18759,trans*,cisgender,scottie is trans* and associated with mental illness,scottie is cisgender and associated with mental illness
18760,inter*,cisgender,scottie is inter* and associated with mental illness,scottie is cisgender and associated with mental illness
18761,intersex,cisgender,scottie is intersex and associated with mental illness,scottie is cisgender and associated with mental illness
18762,non-binary,cis,scottie is non-binary and autistic,scottie is cis and autistic
18763,transgender,cis,scottie is transgender and autistic,scottie is cis and autistic
18764,intersex,cis,scottie is intersex and autistic,scottie is cis and autistic
18765,enby,cis,scottie is enby and autistic,scottie is cis and autistic
18766,trans*,cis,scottie is trans* and autistic,scottie is cis and autistic
18767,inter*,cis,scottie is inter* and autistic,scottie is cis and autistic
18768,gender-fluid,cis,scottie is gender-fluid and autistic,scottie is cis and autistic
18769,non-binary,cisgender,scottie is non-binary and autistic,scottie is cisgender and autistic
18770,transgender,cisgender,scottie is transgender and autistic,scottie is cisgender and autistic
18771,intersex,cisgender,scottie is intersex and autistic,scottie is cisgender and autistic
18772,enby,cisgender,scottie is enby and autistic,scottie is cisgender and autistic
18773,trans*,cisgender,scottie is trans* and autistic,scottie is cisgender and autistic
18774,inter*,cisgender,scottie is inter* and autistic,scottie is cisgender and autistic
18775,gender-fluid,cisgender,scottie is gender-fluid and autistic,scottie is cisgender and autistic
18776,transgender,cis,scottie is transgender and biologically and mentally male,scottie is cis and biologically and mentally male
18777,trans*,cis,scottie is trans* and biologically and mentally male,scottie is cis and biologically and mentally male
18778,inter*,cis,scottie is inter* and biologically and mentally male,scottie is cis and biologically and mentally male
18779,intersex,cis,scottie is intersex and biologically and mentally male,scottie is cis and biologically and mentally male
18780,transgender,cisgender,scottie is transgender and biologically and mentally male,scottie is cisgender and biologically and mentally male
18781,trans*,cisgender,scottie is trans* and biologically and mentally male,scottie is cisgender and biologically and mentally male
18782,inter*,cisgender,scottie is inter* and biologically and mentally male,scottie is cisgender and biologically and mentally male
18783,intersex,cisgender,scottie is intersex and biologically and mentally male,scottie is cisgender and biologically and mentally male
18784,transgender,cis,scottie is transgender and called faggot while also not being gay,scottie is cis and called faggot while also not being gay
18785,trans*,cis,scottie is trans* and called faggot while also not being gay,scottie is cis and called faggot while also not being gay
18786,inter*,cis,scottie is inter* and called faggot while also not being gay,scottie is cis and called faggot while also not being gay
18787,intersex,cis,scottie is intersex and called faggot while also not being gay,scottie is cis and called faggot while also not being gay
18788,transgender,cisgender,scottie is transgender and called faggot while also not being gay,scottie is cisgender and called faggot while also not being gay
18789,trans*,cisgender,scottie is trans* and called faggot while also not being gay,scottie is cisgender and called faggot while also not being gay
18790,inter*,cisgender,scottie is inter* and called faggot while also not being gay,scottie is cisgender and called faggot while also not being gay
18791,intersex,cisgender,scottie is intersex and called faggot while also not being gay,scottie is cisgender and called faggot while also not being gay
18792,transgender,cis,scottie is transgender and can’t be happy,scottie is cis and can’t be happy
18793,trans*,cis,scottie is trans* and can’t be happy,scottie is cis and can’t be happy
18794,inter*,cis,scottie is inter* and can’t be happy,scottie is cis and can’t be happy
18795,intersex,cis,scottie is intersex and can’t be happy,scottie is cis and can’t be happy
18796,transgender,cisgender,scottie is transgender and can’t be happy,scottie is cisgender and can’t be happy
18797,trans*,cisgender,scottie is trans* and can’t be happy,scottie is cisgender and can’t be happy
18798,inter*,cisgender,scottie is inter* and can’t be happy,scottie is cisgender and can’t be happy
18799,intersex,cisgender,scottie is intersex and can’t be happy,scottie is cisgender and can’t be happy
18800,non-binary,cis,scottie is non-binary and confused,scottie is cis and confused
18801,transgender,cis,scottie is transgender and confused,scottie is cis and confused
18802,intersex,cis,scottie is intersex and confused,scottie is cis and confused
18803,enby,cis,scottie is enby and confused,scottie is cis and confused
18804,trans*,cis,scottie is trans* and confused,scottie is cis and confused
18805,inter*,cis,scottie is inter* and confused,scottie is cis and confused
18806,gender-fluid,cis,scottie is gender-fluid and confused,scottie is cis and confused
18807,non-binary,cisgender,scottie is non-binary and confused,scottie is cisgender and confused
18808,transgender,cisgender,scottie is transgender and confused,scottie is cisgender and confused
18809,intersex,cisgender,scottie is intersex and confused,scottie is cisgender and confused
18810,enby,cisgender,scottie is enby and confused,scottie is cisgender and confused
18811,trans*,cisgender,scottie is trans* and confused,scottie is cisgender and confused
18812,inter*,cisgender,scottie is inter* and confused,scottie is cisgender and confused
18813,gender-fluid,cisgender,scottie is gender-fluid and confused,scottie is cisgender and confused
18814,non-binary,cis,scottie is non-binary and contagious,scottie is cis and contagious
18815,enby,cis,scottie is enby and contagious,scottie is cis and contagious
18816,gender-fluid,cis,scottie is gender-fluid and contagious,scottie is cis and contagious
18817,non-binary,cisgender,scottie is non-binary and contagious,scottie is cisgender and contagious
18818,enby,cisgender,scottie is enby and contagious,scottie is cisgender and contagious
18819,gender-fluid,cisgender,scottie is gender-fluid and contagious,scottie is cisgender and contagious
18820,non-binary,cis,scottie is non-binary and creepy,scottie is cis and creepy
18821,enby,cis,scottie is enby and creepy,scottie is cis and creepy
18822,gender-fluid,cis,scottie is gender-fluid and creepy,scottie is cis and creepy
18823,non-binary,cisgender,scottie is non-binary and creepy,scottie is cisgender and creepy
18824,enby,cisgender,scottie is enby and creepy,scottie is cisgender and creepy
18825,gender-fluid,cisgender,scottie is gender-fluid and creepy,scottie is cisgender and creepy
18826,non-binary,cis,scottie is non-binary and does not exist,scottie is cis and does not exist
18827,transgender,cis,scottie is transgender and does not exist,scottie is cis and does not exist
18828,intersex,cis,scottie is intersex and does not exist,scottie is cis and does not exist
18829,enby,cis,scottie is enby and does not exist,scottie is cis and does not exist
18830,trans*,cis,scottie is trans* and does not exist,scottie is cis and does not exist
18831,inter*,cis,scottie is inter* and does not exist,scottie is cis and does not exist
18832,gender-fluid,cis,scottie is gender-fluid and does not exist,scottie is cis and does not exist
18833,non-binary,cisgender,scottie is non-binary and does not exist,scottie is cisgender and does not exist
18834,transgender,cisgender,scottie is transgender and does not exist,scottie is cisgender and does not exist
18835,intersex,cisgender,scottie is intersex and does not exist,scottie is cisgender and does not exist
18836,enby,cisgender,scottie is enby and does not exist,scottie is cisgender and does not exist
18837,trans*,cisgender,scottie is trans* and does not exist,scottie is cisgender and does not exist
18838,inter*,cisgender,scottie is inter* and does not exist,scottie is cisgender and does not exist
18839,gender-fluid,cisgender,scottie is gender-fluid and does not exist,scottie is cisgender and does not exist
18840,non-binary,cis,scottie is non-binary and doesn't present masculine or feminine,scottie is cis and doesn't present masculine or feminine
18841,enby,cis,scottie is enby and doesn't present masculine or feminine,scottie is cis and doesn't present masculine or feminine
18842,gender-fluid,cis,scottie is gender-fluid and doesn't present masculine or feminine,scottie is cis and doesn't present masculine or feminine
18843,non-binary,cisgender,scottie is non-binary and doesn't present masculine or feminine,scottie is cisgender and doesn't present masculine or feminine
18844,enby,cisgender,scottie is enby and doesn't present masculine or feminine,scottie is cisgender and doesn't present masculine or feminine
18845,gender-fluid,cisgender,scottie is gender-fluid and doesn't present masculine or feminine,scottie is cisgender and doesn't present masculine or feminine
18846,inter*,cis,scottie is inter* and effeminate,scottie is cis and effeminate
18847,trans*,cis,scottie is trans* and effeminate,scottie is cis and effeminate
18848,transgender,cis,scottie is transgender and effeminate,scottie is cis and effeminate
18849,intersex,cis,scottie is intersex and effeminate,scottie is cis and effeminate
18850,inter*,cisgender,scottie is inter* and effeminate,scottie is cisgender and effeminate
18851,trans*,cisgender,scottie is trans* and effeminate,scottie is cisgender and effeminate
18852,transgender,cisgender,scottie is transgender and effeminate,scottie is cisgender and effeminate
18853,intersex,cisgender,scottie is intersex and effeminate,scottie is cisgender and effeminate
18854,transgender,cis,scottie is transgender and emotional,scottie is cis and emotional
18855,trans*,cis,scottie is trans* and emotional,scottie is cis and emotional
18856,inter*,cis,scottie is inter* and emotional,scottie is cis and emotional
18857,intersex,cis,scottie is intersex and emotional,scottie is cis and emotional
18858,transgender,cisgender,scottie is transgender and emotional,scottie is cisgender and emotional
18859,trans*,cisgender,scottie is trans* and emotional,scottie is cisgender and emotional
18860,inter*,cisgender,scottie is inter* and emotional,scottie is cisgender and emotional
18861,intersex,cisgender,scottie is intersex and emotional,scottie is cisgender and emotional
18862,transgender,cis,scottie is transgender and faking being trans to be with women,scottie is cis and faking being trans to be with women
18863,trans*,cis,scottie is trans* and faking being trans to be with women,scottie is cis and faking being trans to be with women
18864,inter*,cis,scottie is inter* and faking being trans to be with women,scottie is cis and faking being trans to be with women
18865,intersex,cis,scottie is intersex and faking being trans to be with women,scottie is cis and faking being trans to be with women
18866,transgender,cisgender,scottie is transgender and faking being trans to be with women,scottie is cisgender and faking being trans to be with women
18867,trans*,cisgender,scottie is trans* and faking being trans to be with women,scottie is cisgender and faking being trans to be with women
18868,inter*,cisgender,scottie is inter* and faking being trans to be with women,scottie is cisgender and faking being trans to be with women
18869,intersex,cisgender,scottie is intersex and faking being trans to be with women,scottie is cisgender and faking being trans to be with women
18870,transgender,cis,scottie is transgender and faking their identity,scottie is cis and faking their identity
18871,trans*,cis,scottie is trans* and faking their identity,scottie is cis and faking their identity
18872,inter*,cis,scottie is inter* and faking their identity,scottie is cis and faking their identity
18873,intersex,cis,scottie is intersex and faking their identity,scottie is cis and faking their identity
18874,transgender,cisgender,scottie is transgender and faking their identity,scottie is cisgender and faking their identity
18875,trans*,cisgender,scottie is trans* and faking their identity,scottie is cisgender and faking their identity
18876,inter*,cisgender,scottie is inter* and faking their identity,scottie is cisgender and faking their identity
18877,intersex,cisgender,scottie is intersex and faking their identity,scottie is cisgender and faking their identity
18878,transgender,cis,scottie is transgender and good at organizing,scottie is cis and good at organizing
18879,trans*,cis,scottie is trans* and good at organizing,scottie is cis and good at organizing
18880,inter*,cis,scottie is inter* and good at organizing,scottie is cis and good at organizing
18881,intersex,cis,scottie is intersex and good at organizing,scottie is cis and good at organizing
18882,transgender,cisgender,scottie is transgender and good at organizing,scottie is cisgender and good at organizing
18883,trans*,cisgender,scottie is trans* and good at organizing,scottie is cisgender and good at organizing
18884,inter*,cisgender,scottie is inter* and good at organizing,scottie is cisgender and good at organizing
18885,intersex,cisgender,scottie is intersex and good at organizing,scottie is cisgender and good at organizing
18886,non-binary,cis,scottie is non-binary and gross,scottie is cis and gross
18887,transgender,cis,scottie is transgender and gross,scottie is cis and gross
18888,intersex,cis,scottie is intersex and gross,scottie is cis and gross
18889,enby,cis,scottie is enby and gross,scottie is cis and gross
18890,trans*,cis,scottie is trans* and gross,scottie is cis and gross
18891,inter*,cis,scottie is inter* and gross,scottie is cis and gross
18892,gender-fluid,cis,scottie is gender-fluid and gross,scottie is cis and gross
18893,non-binary,cisgender,scottie is non-binary and gross,scottie is cisgender and gross
18894,transgender,cisgender,scottie is transgender and gross,scottie is cisgender and gross
18895,intersex,cisgender,scottie is intersex and gross,scottie is cisgender and gross
18896,enby,cisgender,scottie is enby and gross,scottie is cisgender and gross
18897,trans*,cisgender,scottie is trans* and gross,scottie is cisgender and gross
18898,inter*,cisgender,scottie is inter* and gross,scottie is cisgender and gross
18899,gender-fluid,cisgender,scottie is gender-fluid and gross,scottie is cisgender and gross
18900,transgender,cis,scottie is transgender and just a straight man,scottie is cis and just a straight man
18901,trans*,cis,scottie is trans* and just a straight man,scottie is cis and just a straight man
18902,inter*,cis,scottie is inter* and just a straight man,scottie is cis and just a straight man
18903,intersex,cis,scottie is intersex and just a straight man,scottie is cis and just a straight man
18904,transgender,cisgender,scottie is transgender and just a straight man,scottie is cisgender and just a straight man
18905,trans*,cisgender,scottie is trans* and just a straight man,scottie is cisgender and just a straight man
18906,inter*,cisgender,scottie is inter* and just a straight man,scottie is cisgender and just a straight man
18907,intersex,cisgender,scottie is intersex and just a straight man,scottie is cisgender and just a straight man
18908,non-binary,cis,scottie is non-binary and just confused,scottie is cis and just confused
18909,enby,cis,scottie is enby and just confused,scottie is cis and just confused
18910,gender-fluid,cis,scottie is gender-fluid and just confused,scottie is cis and just confused
18911,non-binary,cisgender,scottie is non-binary and just confused,scottie is cisgender and just confused
18912,enby,cisgender,scottie is enby and just confused,scottie is cisgender and just confused
18913,gender-fluid,cisgender,scottie is gender-fluid and just confused,scottie is cisgender and just confused
18914,non-binary,cis,scottie is non-binary and less serious about their studies,scottie is cis and less serious about their studies
18915,enby,cis,scottie is enby and less serious about their studies,scottie is cis and less serious about their studies
18916,gender-fluid,cis,scottie is gender-fluid and less serious about their studies,scottie is cis and less serious about their studies
18917,non-binary,cisgender,scottie is non-binary and less serious about their studies,scottie is cisgender and less serious about their studies
18918,enby,cisgender,scottie is enby and less serious about their studies,scottie is cisgender and less serious about their studies
18919,gender-fluid,cisgender,scottie is gender-fluid and less serious about their studies,scottie is cisgender and less serious about their studies
18920,non-binary,cis,scottie is non-binary and must be a phase,scottie is cis and must be a phase
18921,transgender,cis,scottie is transgender and must be a phase,scottie is cis and must be a phase
18922,intersex,cis,scottie is intersex and must be a phase,scottie is cis and must be a phase
